RAND,INTER_ARRV_T,ARRV_T
0.5196184366902868,0.14663491346053883,0.14663491346053883
0.940035042879687,0.5627989870754575,0.7094339005359963
0.07897733299973975,0.016454126347465337,0.7258880268834617
0.36848742446626304,0.09192748472777966,0.8178155116112413
0.6039596994037312,0.1852478607446583,1.0030633723558997
0.40016055097930725,0.1022186489077495,1.1052820212636492
0.6015348777961609,0.1840270614565463,1.2893090827201954
0.6929340670458697,0.23613855782616205,1.5254476405463575
0.9141338510012854,0.49099312043597976,2.0164407609823374
0.05193637228816517,0.010666732227985688,2.0271074932103232
0.27662362577802435,0.06476512387066426,2.0918726170809876
0.38147003044813166,0.09608192662125237,2.18795454370224
0.766419021125899,0.29084529147919913,2.478799835181439
0.4558680387443672,0.1217126971410791,2.6005125323225182
0.7472083834676189,0.275037955942069,2.875550488264587
0.4255741505870052,0.11087685196015076,2.9864273402247377
0.09585002500626738,0.020152006161671968,3.0065793463864097
0.49015203401554563,0.13472854072380008,3.1413078871102096
0.03453654820015983,0.007029406399809009,3.1483372935100187
0.18849383538875486,0.04177265909857763,3.190109952608596
0.7517162071344332,0.27863657219766724,3.468746524806263
0.8758250536404503,0.4172127699926902,3.8859592947989534
0.6410421410131889,0.20491005636436052,4.090869351163314
0.6326351778733289,0.20027997178869525,4.291149322952009
0.2976341519594351,0.07066017193068767,4.361809494882697
0.9085955551061538,0.4784922340961583,4.840301728978855
0.5041003036184148,0.14027631954891523,4.980578048527771
0.8115798039066694,0.33381614492750983,5.31439419345528
0.2217723855138578,0.05014724679705311,5.364541440252333
0.2073763093225237,0.04648134176894847,5.4110227820212815
0.7413218711654661,0.2704341471888313,5.681456929210113
0.45900212138719276,0.12286798427532039,5.804324913485433
0.29026888556325814,0.06857381854744518,5.872898732032879
0.49268838960627137,0.13572596960578218,6.008624701638661
0.40048077922730185,0.10232544873791516,6.110950150376576
0.926721394580183,0.5226973179280919,6.633647468304668
0.30303460384923164,0.07220390325931432,6.705851371563982
0.8935172711623032,0.4479544955043558,7.153805867068338
0.5352667982421728,0.15325835954368586,7.307064226612024
0.39630413554042154,0.1009369487053853,7.408001175317409
0.6517050290097673,0.21094110808894642,7.618942283406356
0.46870823395068617,0.12648878867760227,7.745431072083958
0.06800766578641504,0.014086137884618424,7.7595172099685765
0.14271523385194895,0.030797026604965368,7.790314236573542
0.1148557905155354,0.024400939735773446,7.814715176309315
0.4204570089217283,0.10910308649027747,7.923818262799593
0.5865901047853884,0.17666313916925153,8.100481401968844
0.6243165619231804,0.1958016820428806,8.296283084011725
0.07829693393569481,0.016306432291262184,8.312589516302987
0.17739744201090923,0.03905642271031765,8.351645939013304
0.9652780387891918,0.6720765808597757,9.023722519873079
0.25826804939232184,0.059753470726495464,9.083475990599574
0.14981379116353843,0.032459976854113184,9.115935967453687
0.9109563815502739,0.48372578687331114,9.599661754326998
0.2881524936378821,0.06797831339338276,9.66764006772038
0.31056222663866273,0.07437576695070622,9.742015834671086
0.25916738089340885,0.05999611286964862,9.802011947540734
0.0038091925699158535,0.0007632932040915016,9.802775240744825
0.6146884692049007,0.19074062020005286,9.993515860944878
0.019205901019900606,0.0038785460711417167,9.99739440701602
0.5555425380441649,0.16218018544892515,10.159574592464946
0.8566437308589334,0.38848447090015603,10.548059063365102
0.4279815750535262,0.11171681533524647,10.659775878700348
0.6723204216074542,0.22314380864314373,10.882919687343492
0.7829426261170945,0.30551871292286453,11.188438400266357
0.6507199700198538,0.21037626006927468,11.398814660335631
0.4681625733780306,0.12628348507975828,11.52509814541539
0.6910294022914094,0.23490183193167247,11.759999977347062
0.7400818116690693,0.2694776715496378,12.0294776488967
0.2944495869323812,0.0697554106047521,12.099233059501453
0.4054732307807356,0.10399790714835981,12.203230966649812
0.012391536643778567,0.002493790385665664,12.205724757035478
0.35524358234444,0.08777653611172231,12.2935012931472
0.7115660566475465,0.2486578370200092,12.542159130167208
0.08677272365784128,0.018154099160785798,12.560313229327994
0.41009416693584677,0.1055584719593226,12.665871701287317
0.35731359697637055,0.08841967657045856,12.754291377857776
0.8398039592477095,0.3662713918116923,13.120562769669467
0.05823254495904362,0.011999379579062035,13.13256214924853
0.4837837585706015,0.13224590574987022,13.2648080549984
0.8507394010114143,0.38041230284639443,13.645220357844796
0.53665023056042,0.15385461370881576,13.799074971553612
0.28126027868785575,0.06605119755118753,13.8651261691048
0.4295638760616043,0.11227081619991527,13.977396985304715
0.6980658755009036,0.23950928323978884,14.216906268544504
0.22331803027039354,0.05054486355401948,14.267451132098524
0.9788727751479239,0.7714385585686052,15.038889690667128
0.02616828193530607,0.005303352865529715,15.044193043532658
0.577155024604545,0.17214993110719515,15.216342974639854
0.15246725251603943,0.03308516007499453,15.249428134714849
0.9010421132477975,0.46261218113827446,15.712040315853123
0.5222077233897177,0.14771584174070618,15.859756157593829
0.8946543133395531,0.45010161650358943,16.309857774097416
0.46691506903843727,0.1258149044733473,16.435672678570764
0.4516765736712539,0.12017799441991257,16.555850672990676
0.5917449877578482,0.17917265396452026,16.735023326955197
0.8221788506166356,0.34539540251274986,17.080418729467947
0.8694254949404066,0.4071622590270644,17.48758098849501
0.03474855974991131,0.007073330347664103,17.494654318842677
0.9866670101133999,0.8635027744746111,18.35815709331729
